,Region,State,Area,City,Consumer_profile,Product_category,Product_type,AC_1001_Issue,AC_1002_Issue,AC_1003_Issue,TV_2001_Issue,TV_2002_Issue,TV_2003_Issue,Claim_Value,Service_Centre,Product_Age,Purchased_from,Call_details,Purpose,Fraud
15010,North East,Assam,Rural,Guwhati,Personal,Household,AC,0,1,2,0,0,0,4474,12,202,Manufacturer,30,Claim,0
24610,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,0,1,0,0,0,0,2000,15,218,Internet,16,Complaint,0
67551,South,Tamilnadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,1,0,0,2000,15,39,Dealer,11,Claim,0
48001,West,Bihar,Urban,Patna,Business,Household,AC,0,0,0,0,0,0,12000,12,19,Internet,1.4,Complaint,0
40411,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,288,Dealer,18,Claim,0
60910,South,Kerala,Urban,Kochi,Business,Household,AC,0,2,1,0,0,0,2742,10,214,Manufacturer,30,Complaint,0
41691,North East,Bihar,Urban,Patna,Personal,Household,AC,0,0,0,0,0,0,50000,15,4,Manufacturer,1.3,Claim,0
81121,West,Gujarat,Urban,Ahmedabad,Personal,Household,AC,1,1,2,0,0,0,7755,13,550,Dealer,30,Claim,0
31111,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,0,1,0,2000,15,315,Internet,23,Complaint,0
28691,East,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,0,0,15000,13,18,Dealer,1.5,Complaint,0
56221,West,Gujarat,Rural,Ahmedabad,Business,Entertainment,TV,0,0,0,0,0,2,10000,12,14,Dealer,6.5,Other,0
11251,South East,Odisha,Urban,Bhubaneswar,Business,Household,AC,1,2,0,0,0,0,7000,12,193,Dealer,7,Claim,0
96191,South,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,1,2,1,1691,13,746,Dealer,30,Other,0
42111,North,Maharshtra,Rural,Pune,Personal,Entertainment,TV,0,0,0,0,0,0,12000,15,18,Internet,6.5,Complaint,0
30321,West,Gujarat,Urban,Vadodara,Business,Household,AC,0,0,0,0,0,0,20000,12,4,Manufacturer,2.6,Claim,0
32071,South East,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,50000,12,19,Manufacturer,1.3,Claim,0
56711,South,Karnataka,Urban,Bangalore,Business,Household,AC,0,0,1,0,0,0,50000,10,18,Manufacturer,2.4,Claim,0
92601,South East,Maharshtra,Urban,Mumbai,Business,Household,AC,0,0,0,0,0,0,50000,12,6,Manufacturer,2.4,Claim,0
87891,North West,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,2,0,20000,14,21,Dealer,1.4,Claim,0
67100,South,Karnataka,Urban,Bangalore,Business,Household,AC,0,0,1,0,0,0,50000,10,18,Manufacturer,2.4,Claim,1
64731,South East,Telengana,Rural,Hyderabad,Personal,Entertainment,TV,0,0,0,1,2,1,3149,14,820,Dealer,28,Claim,0
88701,South,Tamilnadu,Urban,Chennai,Business,Household,AC,2,2,0,0,0,0,10000,15,35,Internet,11,Claim,0
83341,West,Maharshtra,Rural,Mumbai,Personal,Entertainment,TV,0,0,0,1,2,1,5557,13,153,Internet,30,Complaint,0
34610,South East,Kerala,Urban,Kochi,Business,Household,AC,0,0,0,0,0,0,15000,12,9,Manufacturer,0.5,Complaint,0
61971,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,2,0,15000,10,60,Manufacturer,0.5,Complaint,0
54811,North East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,0,1,1,4000,10,275,Dealer,11,Claim,0
85011,North East,Bihar,Urban,Patna,Personal,Household,AC,0,0,0,0,0,0,50000,15,4,Manufacturer,1.3,Claim,0
56641,North,Bihar,Rural,Purnea,Personal,Household,AC,1,1,0,0,0,0,12000,15,21,Internet,1,Complaint,0
94961,North East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,1,0,0,2000,10,299,Dealer,9,Complaint,0
86511,South,Karnataka,Rural,Bangalore,Business,Entertainment,TV,0,0,0,0,2,0,3549,13,199,Internet,30,Other,0
71751,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,2,50000,13,18,Manufacturer,0.5,Complaint,1
41511,East,Bihar,Rural,Patna,Personal,Entertainment,TV,0,0,0,0,1,0,NA,13,176,Internet,30,Complaint,0
84691,North West,Delhi,Urban,New Delhi,Personal,Household,AC,1,0,0,0,0,0,12000,14,16,Internet,6.5,Complaint,0
12410,South East,Telengana,Rural,Hyderabad,Personal,Entertainment,TV,0,0,0,0,1,0,3905,13,683,Dealer,19,Claim,0
16621,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,288,Dealer,18,Claim,0
57271,North East,Delhi,Urban,New Delhi,Personal,Household,AC,2,1,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
25051,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,0,1,1,25000,13,60,Dealer,1.3,Claim,0
70661,North East,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,1,0,15,12,Manufacturer,1.6,Complaint,0
71310,South,Karnataka,Urban,Bangalore,Business,Household,AC,0,0,1,0,0,0,50000,10,18,Manufacturer,2.4,Claim,1
28211,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,20000,13,14,Manufacturer,1.4,Claim,0
31851,North West,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,2,0,20000,14,21,Manufacturer,1.4,Claim,0
27211,South,Andhra Pradesh,Urban,Vijayawada,Business,Household,AC,2,0,0,0,0,0,5000,15,315,Dealer,3,Claim,0
74010,North,HP,Rural,Shimla,Personal,Entertainment,TV,0,0,0,2,1,1,3316,13,804,Internet,30,Claim,0
57951,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,1,1,1,25000,13,60,Dealer,1.3,Complaint,0
59161,South East,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,50000,12,19,Manufacturer,1.3,Claim,0
49261,North,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,10000,15,7,Dealer,2.5,Claim,0
73471,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,25000,13,5,Dealer,2.4,Claim,0
76751,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,0,1,0,2000,15,315,Internet,23,Complaint,0
41031,East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,0,1,1,0,0,0,50000,13,12,Manufacturer,1.5,Claim,1
70131,South West,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,1,0,0,0,0,0,10000,13,6,Dealer,1.4,Complaint,0
56110,North,Delhi,Rural,Delhi,Business,Household,AC,0,1,0,0,0,0,5316,12,872,Manufacturer,30,Claim,0
92151,West,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,1,1,1,10000,12,18,Dealer,1.4,Claim,0
34521,South,Kerala,Urban,Kochi,Business,Entertainment,TV,0,0,0,0,0,0,15000,10,6,Manufacturer,1.5,Claim,0
83710,South East,Odisha,Urban,Bhubaneswar,Business,Household,AC,1,1,0,0,0,0,4000,12,233,Dealer,6,Complaint,0
54910,North,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,10000,15,7,Dealer,2.5,Claim,0
56341,North West,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,1,10000,14,9,Dealer,2.5,Complaint,0
48531,South West,Kerala,Rural,Kochi,Business,Household,AC,0,0,0,0,0,0,20000,13,3,Manufacturer,6.5,Claim,0
58291,South East,Telengana,Rural,Hyderabad,Personal,Entertainment,TV,0,0,0,1,2,1,3149,14,820,Dealer,28,Claim,0
95931,South East,Gujarat,Urban,Ahmedabad,Business,Entertainment,TV,0,0,0,0,0,0,25000,12,7,Dealer,1.3,Other,0
89081,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000,15,167,Internet,15,Complaint,0
55261,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,1,1,0,0,0,0,4000,15,68,Dealer,10,Complaint,0
9932,South,Andhra Pradesh,Rural,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,25000,10,4,Dealer,0.5,Complaint,0
91191,South,Delhi,Rural,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,15000,10,5,Manufacturer,1.3,Complaint,1
90981,West,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,1,1,2961,12,547,Internet,30,Other,0
85421,South East,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,50000,12,19,Manufacturer,1.3,Claim,0
27311,North East,Uttar Pradesh,Urban,Lucknow,Business,Household,AC,1,0,0,0,0,0,2000,10,148,Manufacturer,24,Claim,1
58610,West,Maharshtra,Rural,Mumbai,Business,Entertainment,TV,0,0,0,0,1,0,3541,12,391,Manufacturer,27,Complaint,0
78411,South,Karnataka,Rural,Bangalore,Business,Household,AC,1,1,0,0,0,0,20000,12,10,Dealer,1,Complaint,0
11611,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,0,0,0,0,10,125,Internet,1,Complaint,0
40731,West,Maharshtra,Urban,Mumbai,Business,Entertainment,TV,0,0,0,2,0,0,5000,14,197,Internet,13,Complaint,0
96941,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,1,1,0,0,0,10000,14,15,Dealer,2.6,Claim,0
25201,South East,Odisha,Urban,Bhubaneswar,Personal,Household,AC,2,2,2,0,0,0,15000,12,22,Dealer,23,Claim,0
36621,North,Maharshtra,Rural,Pune,Personal,Entertainment,TV,0,0,0,0,0,0,12000,15,18,Internet,6.5,Complaint,0
25221,West,Gujarat,Rural,Ahmedabad,Personal,Household,AC,0,1,0,0,0,0,7153,14,444,Dealer,30,Other,0
10091,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,10000,13,5,Dealer,2.6,Claim,0
36961,South,Tamilnadu,Urban,Chennai,Business,Household,AC,0,0,0,0,0,0,50000,10,3,Manufacturer,1.6,Claim,0
79581,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,10000,13,5,Dealer,2.6,Claim,0
21051,West,Rajasthan,Rural,Jaipur,Business,Household,AC,0,0,0,0,0,0,10000,12,10,Dealer,1,Claim,0
59421,South,Kerala,Rural,Kochi,Business,Household,AC,0,0,0,0,0,0,15000,10,19,Manufacturer,2.4,Other,0
59401,South East,Andhra Pradesh,Rural,Vizag,Personal,Entertainment,TV,0,0,0,1,1,0,NA,13,522,Internet,30,Claim,0
27171,West,Maharshtra,Rural,Mumbai,Personal,Entertainment,TV,0,0,0,2,1,1,4504,12,123,Dealer,30,Claim,0
62721,South West,Kerala,Rural,Kochi,Business,Household,AC,0,0,0,0,0,0,20000,13,3,Manufacturer,6.5,Claim,0
73781,North West,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,0,0,0,10000,14,4,Dealer,1,Complaint,0
35021,North,Andhra Pradesh,Rural,Hyderabad,Personal,Household,AC,2,1,2,0,0,0,10000,15,12,Dealer,6.5,Claim,0
54031,South West,Delhi,Rural,New Delhi,Business,Household,AC,0,0,0,0,0,0,12000,13,15,Internet,1,Claim,0
55191,South,Delhi,Rural,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,15000,10,5,Manufacturer,1.3,Complaint,0
86421,West,Gujarat,Rural,Ahmedabad,Personal,Household,AC,0,1,0,0,0,0,7153,14,444,Dealer,30,Other,0
59011,North East,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,1,15000,15,12,Manufacturer,1.6,Complaint,0
94001,East,West Bengal,Urban,Kolkata,Business,Entertainment,TV,0,0,0,1,2,1,5283,11,883,Dealer,12,Claim,0
16421,South East,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,0,0,2,15000,12,15,Manufacturer,1.3,Complaint,0
77641,South East,Odisha,Urban,Bhubaneswar,Business,Household,AC,1,1,0,0,0,0,4000,12,233,Dealer,6,Complaint,0
54111,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,10000,13,5,Dealer,2.6,Claim,0
16071,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,0,1,0,0,0,12000,14,12,Internet,2.5,Claim,0
63811,South West,Maharshtra,Urban,Pune,Business,Entertainment,TV,0,0,0,0,0,0,20000,13,16,Manufacturer,2.5,Other,1
46131,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,20000,13,14,Manufacturer,1.4,Claim,0
55331,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,2,2,2,0,0,0,15000,15,303,Internet,7,Complaint,0
88410,North,Bihar,Urban,Purnea,Personal,Household,AC,0,1,1,0,0,0,12000,15,10,Internet,1.4,Complaint,0
56021,South,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,1,0,40000,10,14,Manufacturer,1.5,Claim,1
34910,West,Maharshtra,Rural,Mumbai,Business,Entertainment,TV,0,0,0,0,2,0,20000,12,18,Manufacturer,2.5,Claim,1
26961,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,2,0,0,0,0,0,5000,15,45,Internet,24,Claim,0
97071,East,West Bengal,Urban,Kolkata,Personal,Household,AC,0,1,0,0,0,0,4388,13,309,Manufacturer,30,Complaint,0
29531,North,J&K,Rural,Srinagar,Personal,Entertainment,TV,0,0,0,0,2,0,1571,11,55,Dealer,30,Claim,0
37301,East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,15000,13,14,Manufacturer,1.6,Claim,1
28641,South East,Odisha,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,1,0,0,2000,12,205,Manufacturer,24,Complaint,0
59051,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,288,Dealer,18,Claim,0
42141,North East,Delhi,Urban,New Delhi,Personal,Household,AC,2,1,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
14541,South,Karnataka,Rural,Bangalore,Personal,Household,AC,1,1,0,0,0,0,7778,10,140,Dealer,30,Other,0
28821,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,20000,13,14,Manufacturer,1.4,Claim,0
22581,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,1,1,0,0,0,10000,14,15,Dealer,2.6,Claim,0
56661,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,2,0,0,5000,10,345,Dealer,2,Complaint,0
93100,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,0,1,1,25000,13,60,Dealer,1.3,Claim,0
64151,West,Gujarat,Rural,Ahmedabad,Business,Entertainment,TV,0,0,0,0,0,2,10000,12,14,Dealer,6.5,Other,0
84100,West,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,1,1,1,10000,12,18,Dealer,1.4,Claim,0
46931,North West,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,1,10000,14,9,Dealer,2.5,Claim,0
83991,South East,Odisha,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,2,1,0,7000,12,280,Internet,19,Claim,0
84201,South West,Kerala,Rural,Kochi,Business,Household,AC,0,0,0,0,0,0,20000,13,3,Manufacturer,6.5,Claim,0
19611,West,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,0,4216,10,672,Dealer,25,Other,0
81310,South,Karnataka,Urban,Bangalore,Business,Household,AC,0,1,0,0,0,0,2000,15,187,Manufacturer,10,Complaint,0
27931,South East,Odisha,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,1,0,0,2000,12,365,Internet,5,Complaint,0
75281,South East,Odisha,Urban,Bhubaneswar,Business,Entertainment,TV,0,0,0,1,0,0,2000,12,274,Manufacturer,11,Claim,0
83100,South,Delhi,Rural,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,15000,10,5,Manufacturer,1.3,Complaint,0
72771,West,Maharshtra,Rural,Mumbai,Personal,Entertainment,TV,0,0,0,2,1,1,5770,14,108,Internet,30,Claim,0
80141,North East,Jharkhand,Rural,Ranchi,Personal,Entertainment,TV,0,0,0,0,1,2,25000,15,6,Dealer,1.3,Claim,0
93441,South West,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,2,1,21000,13,4,Internet,2.5,Complaint,0
45841,North East,Assam,Urban,Guwhati,Personal,Entertainment,TV,0,0,0,1,2,0,3501,14,43,Dealer,30,Other,1
48310,South,Tamilnadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,0,0,0,0,15,213,Manufacturer,2,Complaint,0
50371,South East,Andhra Pradesh,Rural,Vizag,Personal,Entertainment,TV,0,0,0,1,1,0,NA,13,522,Internet,30,Claim,0
31910,North,Delhi,Urban,New Delhi,Personal,Household,AC,0,1,0,0,0,0,20000,15,15,Manufacturer,2.5,Claim,0
53341,South West,Goa,Urban,Panaji,Personal,Household,AC,0,2,0,0,0,0,4832,14,481,Internet,30,Complaint,0
70021,East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,15000,13,14,Manufacturer,1.6,Claim,1
29971,South West,Kerala,Rural,Kochi,Business,Household,AC,0,0,0,0,0,0,20000,13,3,Manufacturer,6.5,Claim,0
46791,North East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000,15,15,Manufacturer,0.5,Claim,0
86071,West,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,0,4216,10,672,Dealer,25,Other,0
41410,East,Kerala,Rural,Kochi,Personal,Household,AC,0,0,0,0,0,0,50000,13,9,Manufacturer,2.4,Other,0
97401,East,West Bengal,Rural,Kolkata,Personal,Entertainment,TV,0,0,0,1,1,1,6767,12,338,Internet,7,Other,0
97491,North West,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,1,20000,14,10,Manufacturer,6.5,Complaint,0
77610,South,Tamilnadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,0,0,0,0,15,213,Manufacturer,2,Complaint,0
91921,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,25000,13,5,Dealer,2.4,Claim,0
48811,West,Maharshtra,Urban,Mumbai,Personal,Household,AC,0,0,0,0,0,0,0,14,332,Manufacturer,20,Complaint,1
40281,West,Maharshtra,Rural,Mumbai,Business,Entertainment,TV,0,0,0,0,2,0,20000,12,18,Manufacturer,2.5,Claim,1
84891,South East,Odisha,Urban,Bhubaneswar,Business,Household,AC,1,2,0,0,0,0,7000,12,193,Dealer,7,Claim,0
82421,South East,Odisha,Urban,Bhubaneswar,Personal,Household,AC,2,2,2,0,0,0,15000,12,311,Dealer,4,Claim,0
57751,East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000,13,7,Manufacturer,1.6,Claim,1
28771,West,Maharshtra,Rural,Mumbai,Business,Household,AC,0,0,1,0,0,0,5418,14,914,Internet,30,Claim,0
29251,West,Gujarat,Urban,Vadodara,Business,Household,AC,0,0,0,0,0,0,20000,12,4,Manufacturer,2.6,Claim,0
80461,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,1,1,1,0,0,0,6000,15,280,Dealer,21,Complaint,0
86361,East,Bihar,Rural,Patna,Personal,Household,AC,1,1,2,0,0,0,970,14,6,Internet,30,Claim,0
89581,South,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,1,2,0,4097,13,23,Internet,30,Other,0
15311,North East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,50000,15,5,Manufacturer,1.5,Other,0
77811,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,0,1,4000,15,26,Manufacturer,23,Complaint,0
31711,West,Maharshtra,Rural,Mumbai,Business,Entertainment,TV,0,0,0,0,2,0,20000,12,18,Manufacturer,2.5,Claim,1
28631,South,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,25000,10,18,Dealer,1,Complaint,0
83131,East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000,13,7,Manufacturer,1.6,Claim,1
93931,South East,Odisha,Urban,Bhubaneswar,Personal,Household,AC,1,1,0,0,0,0,4000,12,347,Internet,6,Claim,0
48201,South West,Goa,Rural,Panaji,Personal,Household,AC,1,0,0,0,0,0,6449,11,826,Manufacturer,30,Claim,0
59451,East,Gujarat,Rural,Vadodara,Personal,Entertainment,TV,0,0,0,2,2,2,15000,13,10,Manufacturer,2.4,Complaint,1
81931,South,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,1,0,50000,10,14,Manufacturer,1.5,Claim,0
18831,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,0,1,0,0,0,0,2000,15,218,Internet,16,Complaint,0
35581,West,Maharshtra,Rural,Mumbai,Personal,Entertainment,TV,0,0,0,2,1,1,5770,14,108,Internet,30,Claim,0
78541,South,Bihar,Urban,Purnea,Business,Household,AC,0,0,0,0,0,0,50000,10,16,Manufacturer,0.5,Complaint,0
59251,West,Maharshtra,Urban,Mumbai,Personal,Household,AC,2,0,0,0,0,0,5000,14,167,Manufacturer,9,Complaint,0
81000,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,10000,13,5,Dealer,2.6,Claim,0
15111,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000,15,244,Manufacturer,4,Complaint,0
83171,North West,Kerala,Urban,Kochi,Personal,Entertainment,TV,0,0,0,0,0,0,10000,14,60,Dealer,1.4,Complaint,0
98010,West,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,1,1,0,4000,14,331,Manufacturer,24,Complaint,0
74761,South,Karnataka,Urban,Bangalore,Personal,Household,AC,2,2,0,0,0,0,10000,15,349,Internet,21,Complaint,0
29111,North West,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,1,20000,14,10,Manufacturer,6.5,Complaint,0
57341,South East,Telengana,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,1,0,170,11,371,Dealer,30,Other,0
81791,South East,Tamilnadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,15000,12,4,Manufacturer,1.6,Complaint,0
96301,North,Haryana,Urban,Chandigarh,Personal,Household,AC,0,1,2,0,0,0,18000,14,10,Dealer,1.4,Claim,0
57981,North,Bihar,Rural,Purnea,Personal,Household,AC,1,1,0,0,0,0,12000,15,21,Internet,1,Complaint,0
37571,South East,Telengana,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,0,4805,12,948,Dealer,3,Claim,0
74281,West,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,0,4216,10,672,Dealer,25,Other,0
47411,South West,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,12000,13,4,Internet,2.5,Complaint,0
56421,West,Andhra Pradesh,Rural,Hyderabad,Business,Household,AC,0,0,0,0,0,0,10000,12,3,Dealer,2.5,Claim,0
80131,West,Kerala,Urban,Kochi,Business,Entertainment,TV,0,0,0,0,0,0,20000,12,9,Manufacturer,1,Claim,0
96181,South West,Goa,Urban,Panaji,Business,Entertainment,TV,0,0,0,0,1,1,NA,15,363,Dealer,30,Other,0
44281,East,Bihar,Rural,Patna,Personal,Entertainment,TV,0,0,0,0,1,0,NA,13,176,Internet,30,Complaint,0
37741,West,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,0,0,0,0,0,0,12000,12,60,Internet,2.6,Complaint,0
35611,West,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,0,4216,10,672,Dealer,25,Other,0
14001,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,171,Manufacturer,4,Claim,0
26781,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,1,1,6000,15,301,Manufacturer,3,Complaint,0
49501,South,Tamilnadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,2,0,0,5000,15,323,Dealer,8,Complaint,0
44521,South West,Kerala,Rural,Kochi,Business,Household,AC,0,0,0,0,0,0,20000,13,3,Manufacturer,6.5,Claim,0
74871,North,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,10000,15,7,Dealer,2.5,Claim,0
43511,North,Delhi,Urban,Delhi,Personal,Entertainment,TV,0,0,0,0,1,0,8344,14,3,Internet,3,Complaint,0
43071,East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,1,1,0,0,0,13000,13,7,Manufacturer,1.6,Claim,0
76731,South East,Odisha,Urban,Bhubaneswar,Personal,Household,AC,2,2,2,0,0,0,15000,12,311,Dealer,4,Claim,0
81951,South East,Telengana,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,1,0,170,11,371,Dealer,30,Other,0
55111,East,Bihar,Rural,Patna,Personal,Entertainment,TV,0,0,0,0,1,0,NA,13,176,Internet,30,Complaint,0
32851,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,2,2,2,0,0,0,15000,15,303,Internet,7,Complaint,0
22871,West,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,0,0,0,0,0,0,12000,12,60,Internet,2.6,Complaint,0
40111,North,Bihar,Urban,Purnea,Personal,Household,AC,0,1,1,0,0,0,12000,15,10,Internet,1.4,Complaint,0
23111,South East,Odisha,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,2,1,0,7000,12,280,Internet,19,Claim,0
65531,West,Maharshtra,Rural,Mumbai,Personal,Entertainment,TV,0,0,0,1,2,1,5557,13,153,Internet,30,Complaint,0
73741,South,Tamilnadu,Urban,Chennai,Business,Household,AC,0,0,0,0,0,0,0,15,281,Internet,19,Complaint,0
83331,South,Tamilnadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,1,1,0,12000,16,20,Manufacturer,2,Complaint,0
81210,South,Tamilnadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,2,0,0,0,15,254,Dealer,9,Claim,0
85991,South East,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,50000,12,19,Manufacturer,1.3,Claim,1
33031,South,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,1,2,1,1691,13,746,Dealer,30,Other,0
90371,East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,1,1,1,0,0,0,50000,13,12,Manufacturer,1.5,Claim,1
58321,South East,Andhra Pradesh,Urban,Vizag,Business,Entertainment,TV,0,0,0,0,1,1,5618,14,289,Dealer,30,Claim,1
88311,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,10000,13,5,Dealer,2.6,Claim,0
49151,North,Delhi,Rural,Delhi,Personal,Entertainment,TV,0,0,0,1,2,0,4891,14,337,Dealer,30,Complaint,0
61751,North East,Assam,Rural,Guwhati,Personal,Household,AC,0,1,2,0,0,0,4474,12,202,Manufacturer,30,Claim,0
94100,North,Bihar,Urban,Purnea,Personal,Household,AC,0,1,1,0,0,0,12000,15,10,Internet,1.4,Complaint,0
